"","PROBEID","ACCNUM","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"219989_s_at","219989_s_at","NM_020140","ANKS1B","56899","ankyrin repeat and sterile alpha motif domain containing 1B",0.597354269961433,3.32672188097209,0.860794880276553,0.424697038555593,0.905954270769699,-4.61352991686176
"218988_at","218988_at","NM_018656","SLC35E3","55508","solute carrier family 35 member E3",-0.366182721692659,7.51094612855136,-0.860652737804193,0.424769029358487,0.905954270769699,-4.61354431368418
"208417_at","208417_at","NM_020996","FGF6","2251","fibroblast growth factor 6",-0.326589555809931,4.94171502301133,-0.86064480525404,0.424773047221953,0.905954270769699,-4.61354511708904
"215440_s_at","215440_s_at","AL523320","BEX4","56271","brain expressed X-linked 4",-0.499497500543065,4.52157765474617,-0.8604651726581,0.424864039383254,0.905954270769699,-4.61356330908397
"205878_at","205878_at","NM_002702","POU6F1","5463","POU class 6 homeobox 1",-0.343288810739299,6.10492106229166,-0.860377580438679,0.424908414176519,0.905954270769699,-4.61357217907173
"213974_at","213974_at","AB033059","ADAMTSL3","57188","ADAMTS like 3",0.308236115258213,6.53395266198176,0.8603407681753,0.424927064549791,0.905954270769699,-4.61357590669881
"205654_at","205654_at","NM_000715","C4BPA","722","complement component 4 binding protein alpha",0.395321821914442,6.78516356201508,0.860257458254986,0.424969274524132,0.905954270769699,-4.61358434237124
"202055_at","202055_at","AA652173","KPNA1","3836","karyopherin subunit alpha 1",-0.430755794603593,9.08710914081991,-0.85986300579172,0.425169171371474,0.906248695167166,-4.61362427705158
"206477_s_at","206477_s_at","NM_002516","NOVA2","4858","NOVA alternative splicing regulator 2",0.351593685358614,4.62929326935134,0.859564285978491,0.425320600720985,0.906248695167166,-4.61365451286365
"207962_at","207962_at","NM_007058","CAPN11","11131","calpain 11",-0.563191334452082,4.69992343082673,-0.859522908570962,0.425341579268003,0.906248695167166,-4.61365870053704
"208787_at","208787_at","BC003375","MRPL3","11222","mitochondrial ribosomal protein L3",-0.312007711301783,9.64882733107172,-0.859496960959258,0.425354735229781,0.906248695167166,-4.61366132655321
"220243_at","220243_at","NM_014155","ZBTB44","29068","zinc finger and BTB domain containing 44",0.398069804965067,4.28112590852851,0.85939635210647,0.425405748833454,0.906248695167166,-4.61367150820641
"206049_at","206049_at","NM_003005","SELP","6403","selectin P",0.397730460776739,7.63831551051539,0.85936337217003,0.425422472272071,0.906248695167166,-4.61367484564298
"64899_at","64899_at","AA209463","LPPR2","64748",NA,0.510048755791732,6.0930813418423,0.859294107522028,0.425457596538676,0.906248695167166,-4.61368185471253
"204802_at","204802_at","NM_004165","RRAD","6236","RRAD, Ras related glycolysis inhibitor and calcium channel regulator",-0.573237660434744,7.92178267040437,-0.85896627458575,0.425623870930909,0.906398454313527,-4.61371502468516
"215793_at","215793_at","AF073482","MTMR7","9108","myotubularin related protein 7",0.90776228717548,4.06390579447502,0.858943606179121,0.425635369978399,0.906398454313527,-4.6137173180011
"48825_at","48825_at","AA887083","ING4","51147","inhibitor of growth family member 4",-0.419586607712385,6.49039088518484,-0.858859533339105,0.425678019810377,0.906398454313527,-4.61372582318077
"209685_s_at","209685_s_at","M13975","PRKCB","5579","protein kinase C beta",0.461607141399234,6.33695179307424,0.858757701516277,0.425729683001904,0.906400714044803,-4.61373612431275
"210178_x_at","210178_x_at","AF047448","SRSF10","10772","serine and arginine rich splicing factor 10",-0.454257515387542,3.41367277280445,-0.858573961007211,0.425822913518004,0.906400714044803,-4.61375470945425
"205133_s_at","205133_s_at","NM_002157","HSPE1","3336","heat shock protein family E (Hsp10) member 1",0.316086646654279,8.44668107979283,0.858463164544441,0.425879139398044,0.906400714044803,-4.61376591531159
"214381_at","214381_at","BG150564","LOC441601","441601",NA,0.493990049822281,4.35305763751378,0.858048931892808,0.42608939938166,0.906400714044803,-4.61380780325422
"208705_s_at","208705_s_at","BG481972","EIF5","1983","eukaryotic translation initiation factor 5",-0.321054946025537,10.8840526474836,-0.857963385034867,0.426132831735537,0.906400714044803,-4.6138164524915
"210326_at","210326_at","D13368","AGXT","189","alanine--glyoxylate and serine--pyruvate aminotransferase",0.570924084334298,4.75700545658725,0.857535256320078,0.426350243651327,0.906400714044803,-4.61385973128245
"206065_s_at","206065_s_at","NM_001385","DPYS","1807","dihydropyrimidinase",-0.636641462916725,4.70211068820159,-0.857281090606668,0.426479353186587,0.906400714044803,-4.61388541871571
"202135_s_at","202135_s_at","NM_005735","ACTR1B","10120","actin related protein 1B",-0.330766710742925,8.42806973530989,-0.857269472540157,0.426485255561117,0.906400714044803,-4.61388659280139
"219389_at","219389_at","NM_017982","SUSD4","55061","sushi domain containing 4",0.315057815047675,4.68734414882979,0.857175731736296,0.426532881331397,0.906400714044803,-4.61389606562843
"218122_s_at","218122_s_at","NM_021627","SENP2","59343","SUMO specific peptidase 2",0.32953349326205,7.53725949539285,0.857080142995011,0.426581450067225,0.906400714044803,-4.61390572459639
"214965_at","214965_at","AF070574","SPATA2L","124044","spermatogenesis associated 2 like",0.325637345770756,5.6342953010093,0.857078797900308,0.426582133540783,0.906400714044803,-4.61390586051002
"207128_s_at","207128_s_at","NM_013361","ZNF223","7766","zinc finger protein 223",0.41290726913685,6.48047652853956,0.857066716099238,0.426588272618603,0.906400714044803,-4.61390708129718
"205739_x_at","205739_x_at","NM_016220","ZNF107","51427","zinc finger protein 107",0.448566348408511,4.17367964182363,0.857042371706133,0.426600642840035,0.906400714044803,-4.61390954110985
"213690_s_at","213690_s_at","AL050131","LOC101928378","101928378",NA,0.357375072215113,4.15411763922339,0.856881396601117,0.426682446582513,0.906400714044803,-4.61392580541091
"218941_at","218941_at","NM_012164","FBXW2","26190","F-box and WD repeat domain containing 2",0.31010297052469,7.02148574701873,0.856747912410758,0.426750289009865,0.906400714044803,-4.61393929083375
"213104_at","213104_at","AI799802","TSR3","115939","TSR3 ribosome maturation factor",-0.390355673074754,6.34427480859804,-0.856630465888543,0.426809987088423,0.906400714044803,-4.6139511550522
"200744_s_at","200744_s_at","AI741124","GNB1","2782","G protein subunit beta 1",-0.458618851649773,5.90961741601877,-0.856530862903985,0.426860620199975,0.906400714044803,-4.6139612160344
"211219_s_at","211219_s_at","U11701","LHX2","9355","LIM homeobox 2",-0.677767363521327,4.74441615696996,-0.856469714563895,0.42689170714853,0.906400714044803,-4.61396739235423
"220586_at","220586_at","NM_025134","CHD9","80205","chromodomain helicase DNA binding protein 9",0.423720090894824,4.60417501746381,0.856241465416515,0.427007760763349,0.906400714044803,-4.61399044458637
"205744_at","205744_at","NM_003586","DOC2A","8448","double C2 domain alpha",-0.566120230775649,5.01987335313522,-0.856054806324599,0.427102685424412,0.906400714044803,-4.61400929382242
"211255_x_at","211255_x_at","AF064605","DEDD","9191","death effector domain containing",0.432159643957913,4.38508892977671,0.855951340951815,0.427155309095621,0.906400714044803,-4.61401974098142
"217996_at","217996_at","AA576961","PHLDA1","22822","pleckstrin homology like domain family A member 1",0.484425654211688,5.57533220017539,0.855791777848503,0.427236474235884,0.906400714044803,-4.61403585107558
"220199_s_at","220199_s_at","NM_022831","AIDA","64853","axin interactor, dorsalization associated",-0.312328995468606,5.37934212042449,-0.855774314415712,0.42724535808096,0.906400714044803,-4.61403761414709
"217341_at","217341_at","L07810","","",NA,0.433503927056346,5.8423022190688,0.855661609709524,0.427302695563654,0.906400714044803,-4.61404899209017
"213628_at","213628_at","AA883493","CLCC1","23155","chloride channel CLIC like 1",0.320575867931164,7.38818732329571,0.855540472506437,0.427364329428425,0.906400714044803,-4.61406122038267
"200639_s_at","200639_s_at","NM_003406","YWHAZ","7534","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta",-0.393445778172758,8.61976885402794,-0.855531764428254,0.427368760301643,0.906400714044803,-4.61406209938906
"219455_at","219455_at","NM_024788","C7orf63","79846",NA,0.503758320016749,4.00206004824775,0.85539523559635,0.42743823385347,0.906400714044803,-4.61407588015358
"221427_s_at","221427_s_at","NM_030937","CCNL2","81669","cyclin L2",0.468149101346092,3.75839367486284,0.855359756530466,0.427456288983091,0.906400714044803,-4.61407946108917
"215016_x_at","215016_x_at","BC004912","DST","667","dystonin",-0.310257105100733,10.0714975050111,-0.855288356318537,0.427492625946215,0.906400714044803,-4.61408666732615
"55705_at","55705_at","W07773","R3HDM4","91300","R3H domain containing 4",0.333328106699755,9.69798904007675,0.855251656566216,0.427511304067431,0.906400714044803,-4.61409037120441
"221196_x_at","221196_x_at","NM_024332","BRCC3","79184","BRCA1/BRCA2-containing complex subunit 3",-0.449312602185474,7.22287918453157,-0.855197024374968,0.427539109929104,0.906400714044803,-4.61409588472649
"207822_at","207822_at","NM_023107","FGFR1","2260","fibroblast growth factor receptor 1",0.460082037529229,5.53530887572991,0.85506537780439,0.427606118961843,0.906400714044803,-4.61410916978229
"201886_at","201886_at","NM_025230","DCAF11","80344","DDB1 and CUL4 associated factor 11",0.335543594003329,7.86099571205419,0.855010009229227,0.427634304306321,0.906400714044803,-4.61411475693321
"210278_s_at","210278_s_at","AF155159","AP4S1","11154","adaptor related protein complex 4 subunit sigma 1",0.300266445813115,5.40946817864462,0.854996222376004,0.427641322713121,0.906400714044803,-4.61411614810994
"203586_s_at","203586_s_at","NM_001661","ARL4D","379","ADP ribosylation factor like GTPase 4D",0.402973362500473,7.36104859806648,0.854912590504401,0.427683898634633,0.906400714044803,-4.61412458679957
"32625_at","32625_at","X15357","NPR1","4881","natriuretic peptide receptor 1",0.322320630990784,5.00860500232953,0.854573900081617,0.427856354070615,0.906400714044803,-4.61415875684854
"202771_at","202771_at","NM_014745","PIEZO1","9780","piezo type mechanosensitive ion channel component 1",-0.453832832378358,2.13615323525108,-0.854551817657322,0.427867599875135,0.906400714044803,-4.61416098445115
"213737_x_at","213737_x_at","AI620911","GOLGA8N","643699","golgin A8 family member N",0.316605446457771,8.76148949191805,0.854544505032535,0.427871323987339,0.906400714044803,-4.61416172211762
"221912_s_at","221912_s_at","AL049795","CCDC28B","79140","coiled-coil domain containing 28B",-0.454074764341166,6.94957288261444,-0.85454376960904,0.427871698518989,0.906400714044803,-4.61416179630382
"217693_x_at","217693_x_at","AW469555","MAGOH2","100506898",NA,-0.53001853758426,5.24077094610139,-0.854137803435724,0.42807848376645,0.906400714044803,-4.61420274283395
"204792_s_at","204792_s_at","NM_014714","IFT140","9742","intraflagellar transport 140",0.457538699138222,3.68331844502045,0.854060990389765,0.428117618111504,0.906400714044803,-4.61421048910973
"219309_at","219309_at","NM_024588","C22orf46","79640","CTA-216E10.6",0.396137052239649,3.79968769204459,0.853981419802908,0.428158160178529,0.906400714044803,-4.61421851305713
"202294_at","202294_at","AI126490","STAG1","10274","stromal antigen 1",-0.306877507562144,7.31378488553554,-0.853820726554431,0.428240043870763,0.906400714044803,-4.6142347161765
"200994_at","200994_at","BG291787","IPO7","10527","importin 7",-0.325050390653846,9.65888976087367,-0.853778409877086,0.428261608927251,0.906400714044803,-4.61423898279089
"207189_s_at","207189_s_at","NM_015113","ZZEF1","23140","zinc finger ZZ-type and EF-hand domain containing 1",0.460432863956979,4.75699009185607,0.853776551286224,0.428262556104764,0.906400714044803,-4.61423917018213
"218376_s_at","218376_s_at","NM_022765","MICAL1","64780","microtubule associated monooxygenase, calponin and LIM domain containing 1",0.495261970961125,3.70729449023123,0.853708567233973,0.428297203303876,0.906400714044803,-4.61424602447245
"220595_at","220595_at","NM_013377","PDZRN4","29951","PDZ domain containing ring finger 4",0.567406692278731,5.12379455212035,0.853698722279776,0.428302220832183,0.906400714044803,-4.61424701703518
"200861_at","200861_at","NM_016284","CNOT1","23019","CCR4-NOT transcription complex subunit 1",0.318140768226785,7.60542703953743,0.853675914129835,0.428313845284581,0.906400714044803,-4.61424931651513
"213261_at","213261_at","AA035414","TRANK1","9881","tetratricopeptide repeat and ankyrin repeat containing 1",0.332762749919145,5.57074920416127,0.853642482950273,0.42833088432043,0.906400714044803,-4.61425268692862
"202384_s_at","202384_s_at","AW167713","TCOF1","6949","treacle ribosome biogenesis factor 1",0.337872920739502,5.12635831941158,0.853438638073483,0.428434789927833,0.906400714044803,-4.61427323623508
"209210_s_at","209210_s_at","Z24725","FERMT2","10979","fermitin family member 2",-0.369958667161411,9.24944916122746,-0.853407789204637,0.428450516127773,0.906400714044803,-4.61427634582313
"207490_at","207490_at","NM_025019","TUBA4B","80086","tubulin alpha 4b",0.31860507753956,7.14790676388002,0.853189274311516,0.428561923462734,0.906400714044803,-4.6142983704611
"202536_at","202536_at","AK002165","CHMP2B","25978","charged multivesicular body protein 2B",-0.303405291814361,7.72250483550728,-0.853084171431429,0.428615516688462,0.906400714044803,-4.61430896289532
"202091_at","202091_at","BC003087","","",NA,1.17773382947104,4.51855848438468,0.853019238050583,0.428648629507159,0.906400714044803,-4.61431550661509
"202816_s_at","202816_s_at","AW292882","SS18","6760","SS18 subunit of BAF chromatin remodeling complex",-0.387854979428044,4.7340158700618,-0.853019198790876,0.42864864952825,0.906400714044803,-4.61431551057144
"221942_s_at","221942_s_at","AI719730","GUCY1A3","2982",NA,0.30608494484308,7.89513681213409,0.852469846787004,0.428928868501186,0.906400714044803,-4.61437086073114
"217774_s_at","217774_s_at","NM_016404","TRMT112","51504","tRNA methyltransferase subunit 11-2",0.329482675406046,8.90407846584315,0.852430142741041,0.428949126444763,0.906400714044803,-4.61437486034449
"205555_s_at","205555_s_at","D31771","MSX2","4488","msh homeobox 2",-0.597110691063551,3.72482393623654,-0.852376488790126,0.42897650309629,0.906400714044803,-4.61438026504314
"212074_at","212074_at","BE972774","SUN1","23353","Sad1 and UNC84 domain containing 1",-0.374695763215348,9.77892889850198,-0.852318567192902,0.429006058758515,0.906400714044803,-4.61438609941639
"219748_at","219748_at","NM_024807","TREML2","79865","triggering receptor expressed on myeloid cells like 2",-0.341775195470528,4.14918852376227,-0.8523144635065,0.429008152804945,0.906400714044803,-4.6143865127673
"201952_at","201952_at","AA156721","ALCAM","214","activated leukocyte cell adhesion molecule",-0.604724289349417,5.74149336206745,-0.852181425525308,0.429076044127234,0.906400714044803,-4.61439991263734
"217960_s_at","217960_s_at","NM_020243","TOMM22","56993","translocase of outer mitochondrial membrane 22",0.584354837608084,5.1835733105478,0.852036898753664,0.429149807456601,0.906400714044803,-4.61441446834004
"218069_at","218069_at","NM_024096","DCTPP1","79077","dCTP pyrophosphatase 1",-0.417315963377968,8.24629964778017,-0.851915275422077,0.429211888710807,0.906400714044803,-4.61442671628817
"209435_s_at","209435_s_at","BC000265","ARHGEF2","9181","Rho/Rac guanine nucleotide exchange factor 2",0.340849772924346,7.2930508100638,0.851667330242716,0.429338470312496,0.906400714044803,-4.61445168227408
